id,segment,label
0,老實說我也不知道我到底是不是憂鬱症,1
1,尤其去年初曾經有一段時間達到重度憂鬱症,1
2,如果劃傷自己會不會好些,1
3,其實我覺得自己有強迫症,1
4,我知道我有輕微的強迫症,1
5,有點焦慮症的傾向,1
6,我應該是有精神病,1
7,不把頭髮扯到分岔後拔下來我不會善罷甘休,1
8,但最近幾乎天天都有自殺的念頭,1
9,這是憂鬱症前兆嗎?,1
10,甚至會有想自我了斷的念頭...,1
11,那好像還有一點強迫症的感覺,1
12,是所謂的恐懼症嗎,1
13,強迫症讓我很不舒服,1
14,之前有一陣子低潮期 被男友說有憂鬱症,1
15,請問這是躁鬱症還是精神分裂症的症狀嗎?,1
16,長期的情緒低落、失去動力、失眠、自殺意圖、排斥社交，每天晚上哭到凌晨才睡得著。,1
17,猜測在異地的我，似乎已患有被害妄想症,1
18,我生病了嗎??躁鬱症?精神分裂?還是...?,1
19,線上的測驗都顯示我有憂鬱症,1
20,我以前確診是人格疾病患者,1
21,然後醫生說只是憂鬱症,1
22,甚至我有好幾次傷害自己的念頭,1
23,自殘沒用也不想浪費血了,1
25,但從面試前我就天天以淚洗面 頭痛 甚至有幻聽,1
26,有時候會懷疑這樣的自己有憂鬱症嗎,1
27,懷疑自己是不是患憂鬱症,1
28,所以不確定是不是憂鬱症,1
29,還是真的是我有強迫症甚至焦慮症,1
30,這是恐慌症嗎 我自己都覺得我病了,1
31,我擔心這是種強迫症,1
32,會是恐慌症嗎,1
34,還是有廣泛焦慮症的可能呢？,1
35,我上網看資料 看到憂鬱症的症狀我都吻合,1
36,結果醫生跟我媽說 我是憂鬱症,1
37,也不確定自己是不是有精神上的疾病,1
38,只要旁人說話太大聲還是不何意 就會很生氣很生氣的想要掀桌子或打人,1
39,因我已長期的憂鬱症困擾許久，,1
40,或者...有推薦看PDST的身心門診也可以…,1
41,覺得自己有一點暴食症的初期症狀，有一點憂鬱症初期症狀,1
43,我暴食但是不會催吐因為我討厭胃酸的味道，但是我會吃到很撐很想吐，,1
44,可是我的暴飲暴食  嘔吐已經無法克制了,1
45,厭食症…這是從來都沒有想過會發生在我身上的病狀，,1
46,暴食發作的時候明明知道不能這樣吃還是控制不了,1
47,我對於自己的暴食症是非常小心守密的,1
48,我寧可吐掉剛剛吃過的東西，再繼續吃,1
49,在要敲下鍵盤分享自己從暴食症慢慢康復的這四年來點點滴滴,1
50,看到食物我就會不斷的吃...直到很想吐... 等不這麼想吐之後又會繼續吃,1
51,兩年前我也吞藥自殺過,1
52,最近一直想著死的事情，,1
53,憂鬱症困擾我好幾年了,1
54,去觀看一些思覺失調症的影片 真的跟我的狀況好像,1
55,我曾經2013年確診過泛性焦慮症 最近一直有想輕生的意念,1
56,拿著一旁的刀子劃著自己的手,1
57,希望 專門看恐慌焦慮跟憂鬱、壓力創傷症候群,1
59,看了版上的精神疾病版跟憂鬱症版還有暴食症版 如果以上這些症狀都有,1
60,最近感覺應該是有憂鬱症，,1
61,所以最近精神很糟，甚至有點憂鬱症兆,1
62,請推薦台北看失眠憂鬱症躁鬱症的診所,1
63,目前的狀況是可能有輕鬱症,1
64,現在心裡也可以接受憂鬱症的可能了,1
65,憂鬱症真的算是心理的癌症吧..,1
66,終於下定決心離家慢性自殺,1
67,因為有滿多憂鬱症的症狀 所以懷疑自己憂鬱症很久了,1
68,"作出自我傷害.....的行為 以上的症狀...完全跟我相符合",1
69,我認為自己應該是第二型躁鬱症,1
70,"我在學校、公司會很焦慮 提不起勁學習 容易分心 回到家就有嚴重的拖延病 無法積極 注意力也不集中 沒有像在公司一樣焦慮 但會煩惱心情悶",1
71,我在網路上看到各種跟躁鬱症相關的資料，我幾乎百分之九十五都吻合,1
72,後來好久沒有發生的咬牙齒啊、失眠、崩潰大哭、想撞牆想打自己的狀態就接踵而來。,1
73,從以前開始或多或少會有點自殘的行為,1
74,"看著網路上的憂鬱症量表 還是跟一如以往一樣的最高分",1
75,"我的心情跟著週遭的小事起起伏伏 拿最近的來說好了 過年期間陰雨綿綿又寒冷 我有呼吸道過敏又氣喘 整個心情就很鬱悶",1
76,"我覺得吃藥是不是在讓自己延續這根本不想再活的人生，然後因為就診紀錄活了也一輩子不能保險，我沒小孩沒家庭又沒錢活到老不是更累嗎？",1
77,不知道以上的情況是否算是恐懼症？,1
78,我就知道我有幽閉恐懼症..,1
79,當時的我覺得自己可能有精神上的疾病,1
80,之前在國外時有一陣子也不時出現自殺或想撞牆的念頭，,1
81,"也做了好幾個憂鬱症與躁鬱症的測驗 看到每個結果都幾乎是最高分",1
82,自己有些症況都符合社交焦慮症,1
83,最近瞭解到自己可能有強迫症後,1
84,剛剛查了一下舊文發現還蠻類似ADHD的..,1
85,症狀大約是憂鬱 自殘 情緒不穩,1
86,我google相關症狀後覺得自己已經是焦慮症,1
87,我才了解到什麼叫社交恐懼症這個詞,1
88,第一次看到ADHD的介紹，覺得自己應該是。,1
89,"會感覺胸口有什麼堵住了，然後在房間裡爆哭，也會輕輕抓捏自己來試圖分擔情緒。",1
90,加上自己觀察我覺滴我憂鬱正挺嚴重滴,1
91,我覺得好像憂鬱症該有的情況我都不少,1
92,想到醫院診斷自己是否有憂鬱症的念頭......,1
93,心理的焦慮遠超越了小孩到來的喜悅,1
94,患有輕度憂鬱症 輕度還重度我個人不知道,1
95,我也會嚴重焦慮無法睡眠,1
96,最近我又精神狀況不太好,1
97,我這樣算是恐慌症嗎?,1
98,焦慮症似乎與我情況最符合,1
99,"我不知道我這樣算不算有病，剛剛去做憂鬱症自我檢測分數是37",1
100,現在心裡也可以接受憂鬱症的可能了,1
101,我覺得我已經得了憂鬱症了,1
102,基隆哪間醫院或診所有在醫治心理病的？,1
103,最近才覺得像是BPD傾向,1
104,心中還會有理性的聲音問自己是不是憂鬱症了,1
105,經常有自殺想法,1
106,最近瞭解到自己可能有強迫症後,1
107,我的強迫症現象自己感覺有越來越嚴重,1
108,我的憂鬱症好像很嚴重,1
109,你連我有憂鬱症都不知道,1
110,我覺得我好像有強迫症,1
111,我就是不知足 我就是爛草莓 才會得憂鬱症,1
112,很容易哭、對什麼事都沒有興趣、每天很沒精神、覺得身體很累,1
113,我想治好我的厭食症,1
114,我覺得我有憂鬱症,1
115,我知道如果要治療這種恐懼症好像要去精神科,1
116,那有憂鬱症的我如果本來就很笨身體也不好 豈不是只會更悲慘?,1
117,我就是得了憂鬱症,1
118,仔細想想憂鬱症也不是什麼太嚴重的病,1
119,我朋友說我是躁鬱症  好像真的是他說的那樣,1
120,我在猜我會不會是憂鬱症,1
121,每天真的都憂鬱到好想死,1
122,才剛走出巷口又覺得恐慌症快發作了,1
123,感覺我好像過動症,1
124,痛苦到頂點的時候還是忍不住拿刀劃開皮膚,1
125,有沒有人可以推薦我台中地區不錯的心理醫生可以醫好我的焦慮症?,1
126,我覺得我有憂鬱症欸,1
127,我快受不了我的憂鬱症了,1
128,憂鬱症卻中度轉成重度並伴隨妄想症出現,1
129,昨天到今天找了網路上好幾個憂鬱症測量表來做 都是中度，有兩個測量結果還是重度,1
130,想問問其他人我現在到底是憂鬱情緒， 還是憂鬱症,1
131,我想拿憂鬱症的藥,1
132,躁鬱痛苦死了,1
133,同時我發現自己疑似有社交恐懼症,1
134,尤其對有憂鬱 症的我們來說，,1
135,前幾天上網找憂鬱量表？ 填出來結果發現竟然意料之外的高？,1
136,有時候覺得自己是不是只是想被判定是憂鬱症這樣好像就可以把事情怪在這上面了,1
138,我活得好痛苦。,1
139,我因為從小就有的強迫症及焦慮症,1
140,是季節性憂鬱期又出現了吧,1
141,躁鬱症的情緒擺盪真的很痛苦,1
142,對方要是知道我有躁鬱症,1
143,我真的找不到活著的理由，沒有誰真的在意自己 ，治療師好像也這麼承認了 我好難過（憂鬱嗎？）,1
144,最好的朋友最近被診斷憂鬱症,1
145,開使吃新的抗鬱劑煩x閃,1
146,我也長期憂鬱,1
147,我感覺自己也不適合活在這個世界,1
148,可是我確實為了活下去才治療 到頭來還是不想活下去,1
149,覺得可能有憂鬱症或是相關的身心疾病,1
150,醒了就是焦慮狀態也睡不回去,1
151,被醫生診斷為第二型躁鬱,1
152,因為焦慮恐慌服用藥物有一段時間了,1
153,憂鬱就不止,1
154,卻憂鬱到極點,1
155,近日才發現姊姊有憂鬱症,1
156,下午固定會開始焦慮,1
157,我覺得他有可能也有憂鬱症,1
158,也知道自己在生理期前、生理期中都很容易焦慮、憂鬱、失眠,1
159,最近我又精神狀況不太好,1
160,在懷孕前就一直有服用安眠藥及抗憂鬱藥物,1
161,今天和老婆坦白了最近壓力很大想看心理醫生的念頭,1
162,但最近負面情緒居多,1
163,讓他的情緒似乎更差了，很常會一直說是不是沒救了之類的話,1
164,已經吃了好幾個星期的速悅 但感覺沒有甚麼效果,1
164,請問大家速悅如果有效 是怎樣的感覺 最近生活很無力,1
165,每天這樣苟活 害怕有一天必須決定 不要再這樣活下去,1
246,但你總是還沒看清楚牌局就把把 即使一手好牌都被你打爛了,0
246,碰到問題就逃避、 碰到問題就逃避 逃到最後就連活著都想逃避了,0
246,是啊 責任、 義務、 負擔、 苦短、,0
246,病痛、 過客 世界已經太多我承受不了的概念和事實,0
246,可是我還是連逃避活著都逃避了  . ,0
246,.     .     .  家裡人力不夠,0
246,現在在家當無給職看護 顧自家老人 塵囂.,0
247,早上跟動保員確認 他們結紮後會妥善照顧後才回放,0
247,送走了小貓1 親友跟我講了一些貓愛吃的好物,0
247,晚上將誘貓籠重新佈置 外觀用紙箱偽裝了一下,0
247,沒想到拿去放置的時候 正蹲下來要放食物,0
247,旁邊竟然有一隻貓的屍體 我真的嚇到了,0
247,臉色鐵青 但貓貓們都靠在附近偷看我在幹嘛,0
247,只能裝作冷靜不動聲色 回家就立馬打了1999,0
247,還好不到一小時清潔隊就派員 來帶去火化了,0
247,感謝他們晚上還有服務 去跟清潔隊員會合時,0
247,順便收籠 沒想到這次是大隻的母媽媽 最難騙的入籠了,0
247,可見肉泥跟天木蓼粉真的太吸引她了 拿籠子走時,0
247,她剩下的三隻幼貓 都在那邊晃盪似乎傻住了,0
247,媽媽不見了 希望可以順利全部帶去結紮,0
247,都平平安安回來 再讓他們一家團聚 家人太閒去招惹的,0
247,其實我不想弄 而且有時候覺得很不爽很煩,0
247,只是自己做事性格 做了還是會弄到一個程度,0
248,但我就爛 剛剛跟同事聊天 才知道他婚紗已經挑好了,0
248,但突然發現自己沒有被問 不過也是啦 我又沒結過婚,0
248,問我也不準 至少喜餅有問我款式 晚安晚安,0
248,晚上睡不好 很多質疑自己的聲音 都會在睡前跑出來,0
248,沒有不好 但我想回南部工作 醫生之前說你只是想省房租,0
248,對我只是想省一萬 一萬很多.    ,0
249,想一下 原來聽別人說話可以這麼不耐煩,0
249,才發現自己以前這麼有耐心的聽別人說話還幫忙想解決方案,0
249,勞費心力的 現在自己需要時卻發現沒有人可以聽,0
250,醫生很用心 說要三個月之後檢查追蹤 看我的三酸甘油脂有沒有正常,0
250,說不容易 但要加油：） 朋友說我很會看醫生,0
250,還說可以出書了 他說養貓都可以出書了,0
250,其實都只是醫生很好 很多醫生都很啊 ,0
251,抱怨文， 不喜勿入.  晚上抓到第三隻貓,0
251,不過昨晚腳癢到很難入睡 今天仔細看才發現,0
251,原來是一個一個紅豆包 應該是跳蚤 咬到整個右腳跟背奇癢無比,0
251,脾氣也整個上火 下午家人說 前天送去收容所結紮的貓送回來了,0
251,原本想原地放 但擔心傷口還沒好 左思右想,0
251,晚上又去採買一個中途籠跟貓砂盆 弄好已經晚上快九點,0
251,浪吞虎嚥吃完飯 再去置籠 連續兩天抓到貓,0
251,家人說收容所也好奇 怎麼第一次抓貓就上手？,0
251,？ ？  大概因為抓到的都是傻傻幼貓,0
251,原本設定要抓的母媽媽 根本都是門口把誘餌吃掉,0
251,就走了 家犬對於最近我忙於處理貓的事,0
251,很不滿意 今天因為陽台有兩隻貓 新抓的貓有稍微嗚咽,0
251,家犬更是直接守在客廳陽台門 賴著不進房間睡覺,0
251,一直抓門要出去 一邊做事一邊抓癢一邊覺得不爽,0
251,明明當初去搞事的事主不是我 而且事情不知道為什麼,0
251,越來越多 我還有其他更重要的事要處理,0
251,都怪那些貓 都會張著大眼睛水汪汪的 真是令人討厭,0
252,//. . /.  天還沒亮 3個多小時的車程,0
252,跑去雪場 不開心的心情也因為滑雪通通都沒了,0
252,讓自己運動流汗， 曬太陽， 會比較好一點,0
253,不知道哪來的白痴勇氣 居然又回去挑戰當時放棄的工作,0
253,搞到現在年紀比別人大， 能力比別人差，,0
253,對本行都忘了差不多了， 還成為大家的拖油瓶,0
253,也不知焦慮和敏感又發作 變的更自卑不敢與人互動,0
253,從以前現場變成現在辦公室 狀態感覺又回去了,0
253,對於工作無法掌握的狀態， 真的無力 該怎麼辦,0
254,這兩天搬了一些小東西 腰部就很不舒服,0
254,還是決定請搬家公司 2500省去我的復健科醫藥費,0
254,還有復健時間和上班時腰部不舒服   ,0
255,剛才室友偷翻我的包包 其實很恐懼欸 他不知道翻幾次了,0
255,我的家人啊 我這麼努力工作 努力治病,0
255,看醫生 回診 結果 是怎麼對我的 反正我也是習得無助，,0
256,明年的暑假就要畢業了可是 就沒有學校的諮商資源了,0
256,沒有人陪我講話了 我覺得我真的會瘋掉,0
257,原本是不太痛的體質， 但為了要旅遊上個月有吃調經的藥…,0
257,結果這次來直接大爆痛  同事剛剛已經有給我一顆止痛藥應急,0
257,但還是一直悶悶的陣痛. . .  聽說吃巧克力有用的,0
257,不過我真的超不嗜甜的…遙望公司零食櫃的金莎,0
257,想問一下大家有什麼推薦可以在便利商店就買的到的苦巧克力呢?,0
258,早上還好好的， 直到丟了訊息給朋友們,0
258,其中一位在回覆的內容感覺不是很妙 不想再丟訊息給他了,0
258,算命老師說我們之間會很多口舌 就別再自虐下去,0
259,桃園 台北有無推薦的精神科醫生 ? 朋友住在桃園中壢,0
259,因為情緒差有憂鬱症 請問桃園地區有無推薦的醫生,0
260,還是掛了特需齒科 掛這個才有名額 感謝手冊,0
260,還是在這邊把牙齒處理好了 好像拖不了那麼久,0
260,在連假的倒數第二天 痛了起來 大概兩三三個月,0
261,好想死好想死好想死 為什麼又來了 為什麼為什麼為什麼,0
262,他要結婚了 之前還問我用什麼交友軟體,0
262,笑死 結果要跟現任男友結婚 最後加班兩個時段,0
262,今天上班時段就結束了 加油     ,0
263,快到時間的時候 同類科的考生進來一個,0
263,嗚嗚敵人多一 快死背公文中     ,0
264,努力打工 希望我能專心打工 打工 是榮耀上帝,0
265,比較 是不是一件蠻傷人的事啊 不論在哪方面的比較,0
265,當然也有好的那種啦 但我就偶爾會把她跟她們在心裡做比較,0
265,覺得她不會 但妳為什麼會 因為覺得好像是一件傷人的事,0
265,所以有想法也不說出口 在心裡想想就好,0
265,覺得我莫名其妙可是 妳可能沒想過這背後的一兩句話,0
265,都是藏著我說過的不能忍受 可是當然我不再說妳就不知道,0
265,只會覺得我莫名其妙 像一顆慢慢累積能量的未爆彈,0
265,100%的時候我會果斷離開 然後妳依然會覺得我莫名其妙,0
265,覺得我自私 無情 不講理 因為我什麼都不講,0
265,我先道歉 我自私的覺得嚴重的討論過後妳會記得,0
265,所以自私的只想等妳發覺背後的意義 最後你還是什麼都不知道然後我自私的離開,0
265,自私的爛人 只會在心裡比較扣分 什麼都不說又愛生悶氣,0
266,如題， 大概治療了一年多左右， 心理上的壓力有減少一些，,0
266,但是生理上還是覺得非常非常 累， 平時也有定期的運動。,0
266,有時候會睡不著， 但為了上學或是維持生理時鐘，,0
266,還是睡個23個小時就爬起來。  有時候睡起來，,0
266,比鬧鐘早一點點， 但全身上下都很累。,0
266,都大學了， 課表還超像高中， 老師又不愛下課，,0
266,真的撐得好累。  下課也沒胃口吃晚餐，,0
266,只想衝回租屋處睡覺， 睡12個小時，,0
266,還是沒什麼胃口。 然後讀一 下書， 冥想一下然後試著睡著，,0
267,如果沒換工作 我可能不會面對這一顆根管,0
267,嗚嗚 新聞都會報說蛀牙細菌跑到腦部 也是很可怕,0
267,醫生也沒有很兇 （這很重要 一切都是最好的安排,0
268,活著比死亡還要更難。  總是浮現過往，,0
268,一個人時就忍不住哭，  生活好像變成只有基本的生存能力，,0
268,卻不知道怎麼活下去，  以前的同學的話讓我覺得很有道理：,0
268,因緣會來討要， 我們只能懺悔和虛心接受。,0
269,今天去診所回診 （跟媽媽達到共識， ,0
269,去醫院只打長效針跟拿藥，  其他事情去診所就好）,0
269,醫生開金菩薩給我 當初忘記為什麼不吃了,0
269,好像是因為副作用？  不管了 現在能減少躁的感覺就好,0
269,很怕隨時變躁狂 下禮拜三要去別的大醫院初診,0
269,希望醫師有耐心 開藥順利（？  最近對聲音有點敏感,0
270,看到很多人努力了很久才有他們今天的成就,0
270,可是我和他們努力的方向卻不一樣 是不是對我來說努力活下來就很好了呢？,0
270,我也想要有一些成就 可是我的精力卻不足以讓我朝那個方向努力,0
270,我常常在想是不是我還不夠努力 我是不是再多做一點什麼我就有力氣,0
271,關於的問題  簡單的回答是錯誤的問法無法得到正確的答案,0
271,臨床上大多數大量用藥個案基本上無法直接歸咎於醫師或是制度如何,0
271,通常是更為複雜的問題， 別忘了「病人」自身的責任,0
271,不僅限於精神科，   臨床上我們常看到許多病人拿著遠高於我們敢於開立劑量的止痛藥、,0
271,胃藥、 類固醇. . . 等  我們感到驚奇，,0
271,無論是我們自己缺乏高劑量使用的經驗或是病患的特殊需求,0
271,通常我們很難簡單論述這樣處方的是非 ,0
271,更遑論當一個病人得到某個處方並不是醫師單向指示的結果,0
271,僅僅只是討論「為什麼病人拿到那麼多的藥」,0
271,問題就不只是「會談、 衛教」或是「開藥」那麼簡單二選一的答案,0
271,最後的一個問題比較簡單一點  醫師與家人以及醫師與病人是截然不同的情境，,0
271,但作為一個醫師， 當他的家人把他當作是醫師來對待，,0
271,那結果就和一般病人情境無異  簡單地說，,0
271,如果還是「家人」那麼任何一位醫師都不必要開那麼多的藥物處方,0
271,但如果家人真的成為「病人」， 或許總有一天醫生會不得不開那麼多的藥物處方,0
272,這幾天狀態非常非常糟糕 又是為了那毫無希望的未來憂心,0
272,我已經沒有未來了 我已經沒有路可以走了,0
272,在撐不下去的心情中努力讓自己活著 但也許有一天我真的會撐不下去吧,0
272,想寫一點什麼 卻什麼都寫不出來 原來,0
272,最深刻的痛苦難以用文字表達 總之 我覺得我這35年的人生好失敗、,0
273,這幾天開始睡前滿焦慮的 有時候嚴重恐慌要吃鎮定劑,0
274,狗狗昨晚因送瓦斯的人來 所以把她抱進房間,0
274,避免過於警戒咬人 竟然從我手中掙脫往下跳,0
274,要去吠叫客人 當時真的嚇壞了 我怕她腿骨折,0
274,目前看起來還好 從小我就很注意 不要讓她太跳上跳下,0
274,怕對她未來骨結構不好 結果這傢伙 就這樣給我從一公尺高跳下去,0
274,真的是不要命了 實在很生氣又擔心 還好到今天,0
274,看起來都還正常 還要持續觀察 以後不抱了直接要她籠內等,0
274,實在是 馬麻那麼疼妳 卻一點都不珍惜自己啊,0
275,逼著自己出門兩天， 今天卻像沒電似的累。,0
275,懶的提筆畫畫， 懶的刷牙，  只想找人訴說，,0
275,胡亂的說也沒有關係。  等待， 然後消極的接受，,0
276,今天本來打算去加班的， 要不然下週一又要慌亂。,0
276,不過還是想躺床， 就這樣廢了整個白天。,0
276,沒洗衣服， 也沒洗澡。 看了一整天的真的很難戒除。,0
277,如題， 以前就有肚子痛， 可是最近越來越嚴重，,0
277,痛的時間也越長， 外加親戚有兩位都是死於大腸癌，,0
277,真的很怕自己也是得癌症， 大家覺得該放著還是乖乖看醫生，,0
278,我說的不是那種不舒服或是恐怖， 所以不敢看第二次的電影，,0
278,而是因為太感動了， 所以不敢看第二次，,0
278,怕哭到稀哩嘩啦. . . 我剛剛開電視，,0
278,看到電視在播春風化雨， 本來歡呼了一聲，,0
278,但是馬上轉台不看， 原因是我看這部片每看必哭，,0
278,所以絕對不敢再看><大家也有這種太過感動，,0
279,去諮商的前幾次就是把困住自己的故事講一講，,0
279,然後就漸漸地不知道要跟諮商師聊什麼了,0
279,。  明天又要去諮商了 再問個， 自從我的醫生知道我有在諮商後，,0
279,都只會開開藥， 問我睡得好嗎， 或者有沒有發,0
279,生什麼事。 雖然醫生本來就不必陪我聊聊，,0
280,昨天去聽演唱會就沒帶提款卡出門 大概這星期都不會帶出門,0
280,雖然無卡提款也可以 但那個帳戶沒什麼錢,0
280,最近也超過上限無法匯款 這樣好像無法吃利他能,0
280,但我只有吃週末 應該還好 買了期刊的權限,0
280,卻發現無法使用 哇咧 花兩萬買13.,0
280,3吋的閱讀器 也不知道是貨運途中被摔爛,0
280,還是本來就很爛 用起來超不順 螢幕還壞一條線,0
280,明天上班時間再看看有沒有救 打過去問看看,0
280,看能不能保固內維修之類的 今天回家的時候,0
280,看到長長的送葬隊伍 原來是對面鄰居的奶奶今天告別式,0
280,那個奶奶的看護今年要回印尼 聽說是好幾年的看護了,0
280,這個時間走可能也不是件壞事？  想到自己年老孤苦無依就覺得可怕,0
280,還不存錢啊 雖然合約還有一段時間到期,0
280,但已經無時不刻想著要回南部工作了 雖然醫生在台北,0
280,但每個月的房租可以來回北高三次 生活費又不止,0
280,雖然回南部想去有宿舍的公司 但一切都是未知數,0
