id,segment,label
0,老實說我也不知道我到底是不是憂鬱症,1
1,尤其去年初曾經有一段時間達到重度憂鬱症,1
2,如果劃傷自己會不會好些,1
3,其實我覺得自己有強迫症,1
4,我知道我有輕微的強迫症,1
5,有點焦慮症的傾向,1
6,我應該是有精神病,1
7,不把頭髮扯到分岔後拔下來我不會善罷甘休,1
8,但最近幾乎天天都有自殺的念頭,1
9,這是憂鬱症前兆嗎?,1
10,甚至會有想自我了斷的念頭...,1
11,那好像還有一點強迫症的感覺,1
12,是所謂的恐懼症嗎,1
13,強迫症讓我很不舒服,1
14,之前有一陣子低潮期 被男友說有憂鬱症,1
15,請問這是躁鬱症還是精神分裂症的症狀嗎?,1
16,長期的情緒低落、失去動力、失眠、自殺意圖、排斥社交，每天晚上哭到凌晨才睡得著。,1
17,猜測在異地的我，似乎已患有被害妄想症,1
18,我生病了嗎??躁鬱症?精神分裂?還是...?,1
19,線上的測驗都顯示我有憂鬱症,1
20,我以前確診是人格疾病患者,1
21,然後醫生說只是憂鬱症,1
22,甚至我有好幾次傷害自己的念頭,1
23,自殘沒用也不想浪費血了,1
25,但從面試前我就天天以淚洗面 頭痛 甚至有幻聽,1
26,有時候會懷疑這樣的自己有憂鬱症嗎,1
27,懷疑自己是不是患憂鬱症,1
28,所以不確定是不是憂鬱症,1
29,還是真的是我有強迫症甚至焦慮症,1
30,這是恐慌症嗎 我自己都覺得我病了,1
31,我擔心這是種強迫症,1
32,會是恐慌症嗎,1
34,還是有廣泛焦慮症的可能呢？,1
35,我上網看資料 看到憂鬱症的症狀我都吻合,1
36,結果醫生跟我媽說 我是憂鬱症,1
37,也不確定自己是不是有精神上的疾病,1
38,只要旁人說話太大聲還是不何意 就會很生氣很生氣的想要掀桌子或打人,1
39,因我已長期的憂鬱症困擾許久，,1
40,或者...有推薦看PDST的身心門診也可以…,1
41,覺得自己有一點暴食症的初期症狀，有一點憂鬱症初期症狀,1
43,我暴食但是不會催吐因為我討厭胃酸的味道，但是我會吃到很撐很想吐，,1
44,可是我的暴飲暴食  嘔吐已經無法克制了,1
45,厭食症…這是從來都沒有想過會發生在我身上的病狀，,1
46,暴食發作的時候明明知道不能這樣吃還是控制不了,1
47,我對於自己的暴食症是非常小心守密的,1
48,我寧可吐掉剛剛吃過的東西，再繼續吃,1
49,在要敲下鍵盤分享自己從暴食症慢慢康復的這四年來點點滴滴,1
50,看到食物我就會不斷的吃...直到很想吐... 等不這麼想吐之後又會繼續吃,1
51,兩年前我也吞藥自殺過,1
52,最近一直想著死的事情，,1
53,憂鬱症困擾我好幾年了,1
54,去觀看一些思覺失調症的影片 真的跟我的狀況好像,1
55,我曾經2013年確診過泛性焦慮症 最近一直有想輕生的意念,1
56,拿著一旁的刀子劃著自己的手,1
57,希望 專門看恐慌焦慮跟憂鬱、壓力創傷症候群,1
59,看了版上的精神疾病版跟憂鬱症版還有暴食症版 如果以上這些症狀都有,1
60,最近感覺應該是有憂鬱症，,1
61,所以最近精神很糟，甚至有點憂鬱症兆,1
62,請推薦台北看失眠憂鬱症躁鬱症的診所,1
63,目前的狀況是可能有輕鬱症,1
64,現在心裡也可以接受憂鬱症的可能了,1
65,憂鬱症真的算是心理的癌症吧..,1
66,終於下定決心離家慢性自殺,1
67,因為有滿多憂鬱症的症狀 所以懷疑自己憂鬱症很久了,1
68,"作出自我傷害.....的行為 以上的症狀...完全跟我相符合",1
69,我認為自己應該是第二型躁鬱症,1
70,"我在學校、公司會很焦慮 提不起勁學習 容易分心 回到家就有嚴重的拖延病 無法積極 注意力也不集中 沒有像在公司一樣焦慮 但會煩惱心情悶",1
71,我在網路上看到各種跟躁鬱症相關的資料，我幾乎百分之九十五都吻合,1
72,後來好久沒有發生的咬牙齒啊、失眠、崩潰大哭、想撞牆想打自己的狀態就接踵而來。,1
73,從以前開始或多或少會有點自殘的行為,1
74,"看著網路上的憂鬱症量表 還是跟一如以往一樣的最高分",1
75,"我的心情跟著週遭的小事起起伏伏 拿最近的來說好了 過年期間陰雨綿綿又寒冷 我有呼吸道過敏又氣喘 整個心情就很鬱悶",1
76,"我覺得吃藥是不是在讓自己延續這根本不想再活的人生，然後因為就診紀錄活了也一輩子不能保險，我沒小孩沒家庭又沒錢活到老不是更累嗎？",1
77,不知道以上的情況是否算是恐懼症？,1
78,我就知道我有幽閉恐懼症..,1
79,當時的我覺得自己可能有精神上的疾病,1
80,之前在國外時有一陣子也不時出現自殺或想撞牆的念頭，,1
81,"也做了好幾個憂鬱症與躁鬱症的測驗 看到每個結果都幾乎是最高分",1
82,自己有些症況都符合社交焦慮症,1
83,最近瞭解到自己可能有強迫症後,1
84,剛剛查了一下舊文發現還蠻類似ADHD的..,1
85,症狀大約是憂鬱 自殘 情緒不穩,1
86,我google相關症狀後覺得自己已經是焦慮症,1
87,我才了解到什麼叫社交恐懼症這個詞,1
88,第一次看到ADHD的介紹，覺得自己應該是。,1
89,"會感覺胸口有什麼堵住了，然後在房間裡爆哭，也會輕輕抓捏自己來試圖分擔情緒。",1
90,加上自己觀察我覺滴我憂鬱正挺嚴重滴,1
91,我覺得好像憂鬱症該有的情況我都不少,1
92,想到醫院診斷自己是否有憂鬱症的念頭......,1
93,心理的焦慮遠超越了小孩到來的喜悅,1
94,患有輕度憂鬱症 輕度還重度我個人不知道,1
95,我也會嚴重焦慮無法睡眠,1
96,最近我又精神狀況不太好,1
97,我這樣算是恐慌症嗎?,1
98,焦慮症似乎與我情況最符合,1
99,"我不知道我這樣算不算有病，剛剛去做憂鬱症自我檢測分數是37",1
100,現在心裡也可以接受憂鬱症的可能了,1
101,我覺得我已經得了憂鬱症了,1
102,基隆哪間醫院或診所有在醫治心理病的？,1
103,最近才覺得像是BPD傾向,1
104,心中還會有理性的聲音問自己是不是憂鬱症了,1
105,經常有自殺想法,1
106,最近瞭解到自己可能有強迫症後,1
107,我的強迫症現象自己感覺有越來越嚴重,1
108,我的憂鬱症好像很嚴重,1
109,你連我有憂鬱症都不知道,1
110,我覺得我好像有強迫症,1
111,我就是不知足 我就是爛草莓 才會得憂鬱症,1
112,很容易哭、對什麼事都沒有興趣、每天很沒精神、覺得身體很累,1
113,我想治好我的厭食症,1
114,我覺得我有憂鬱症,1
115,我知道如果要治療這種恐懼症好像要去精神科,1
116,那有憂鬱症的我如果本來就很笨身體也不好 豈不是只會更悲慘?,1
117,我就是得了憂鬱症,1
118,仔細想想憂鬱症也不是什麼太嚴重的病,1
119,我朋友說我是躁鬱症  好像真的是他說的那樣,1
120,我在猜我會不會是憂鬱症,1
121,每天真的都憂鬱到好想死,1
122,才剛走出巷口又覺得恐慌症快發作了,1
123,感覺我好像過動症,1
124,痛苦到頂點的時候還是忍不住拿刀劃開皮膚,1
125,有沒有人可以推薦我台中地區不錯的心理醫生可以醫好我的焦慮症?,1
126,我覺得我有憂鬱症欸,1
127,我快受不了我的憂鬱症了,1
128,憂鬱症卻中度轉成重度並伴隨妄想症出現,1
129,昨天到今天找了網路上好幾個憂鬱症測量表來做 都是中度，有兩個測量結果還是重度,1
130,想問問其他人我現在到底是憂鬱情緒， 還是憂鬱症,1
131,我想拿憂鬱症的藥,1
132,躁鬱痛苦死了,1
133,同時我發現自己疑似有社交恐懼症,1
134,尤其對有憂鬱 症的我們來說，,1
135,前幾天上網找憂鬱量表？ 填出來結果發現竟然意料之外的高？,1
136,有時候覺得自己是不是只是想被判定是憂鬱症這樣好像就可以把事情怪在這上面了,1
138,我活得好痛苦。,1
139,我因為從小就有的強迫症及焦慮症,1
140,是季節性憂鬱期又出現了吧,1
141,躁鬱症的情緒擺盪真的很痛苦,1
142,對方要是知道我有躁鬱症,1
143,我真的找不到活著的理由，沒有誰真的在意自己 ，治療師好像也這麼承認了 我好難過（憂鬱嗎？）,1
144,最好的朋友最近被診斷憂鬱症,1
145,開使吃新的抗鬱劑煩x閃,1
146,我也長期憂鬱,1
147,我感覺自己也不適合活在這個世界,1
148,可是我確實為了活下去才治療 到頭來還是不想活下去,1
149,覺得可能有憂鬱症或是相關的身心疾病,1
150,醒了就是焦慮狀態也睡不回去,1
151,被醫生診斷為第二型躁鬱,1
152,因為焦慮恐慌服用藥物有一段時間了,1
153,憂鬱就不止,1
154,卻憂鬱到極點,1
155,近日才發現姊姊有憂鬱症,1
156,下午固定會開始焦慮,1
157,我覺得他有可能也有憂鬱症,1
158,也知道自己在生理期前、生理期中都很容易焦慮、憂鬱、失眠,1
159,最近我又精神狀況不太好,1
160,在懷孕前就一直有服用安眠藥及抗憂鬱藥物,1
161,今天和老婆坦白了最近壓力很大想看心理醫生的念頭,1
162,但最近負面情緒居多,1
163,讓他的情緒似乎更差了，很常會一直說是不是沒救了之類的話,1
164,已經吃了好幾個星期的速悅 但感覺沒有甚麼效果,1
164,請問大家速悅如果有效 是怎樣的感覺 最近生活很無力,1
165,每天這樣苟活 害怕有一天必須決定 不要再這樣活下去,1
418,目前每個面向都不太滿足 人生真難。 ,0
419,算是應酬吧 等考今天最後一科 跟前主管打招呼,0
419,他是四等考場的工作人員 他剛剛跟我說,0
419,我們主管今天也有來 他在五等考區 加油啊,0
420,以下有雷小心  西線無戰事  德國小兵打丈的故事,0
420,一開始哥哥爸爸真偉大 名譽照我家  最後戰爭結束前1分鐘倒數計時,0
420,然後他就死掉了  可是發起戰爭的豬頭將軍很爽,0
420,坐在溫暖的室內 穿著帥帥 吃著美食 應該也是有私人廚師,0
420,德國都讓他來愛 死都讓別人去死 超爽的,0
420,不知道將軍的家人 是不是都有外國籍 ,0
421,睡到中午 被朋友的吵醒 趕快去買了昨天賣完的炸醬麵,0
421,然後再洗個澡 清醒很多 擬答給老師看過,0
421,他說不錯 但少了一個理論 加油 趁剛剛精神好,0
421,算了一下 離職之後保守估計四個月的開銷,0
421,還算過得去 應該是： 運氣好可以無縫接軌,0
421,但還是要保守一點 很想跟房東說我還是續約好了,0
421,但我真的不想再花房租了 拿去投資更好,0
421,住宿舍也省錢 這幾天一直在睡覺 當然還有念一點書,0
422,作者  (暫離。 ) 看板  標題 ,0
422,[公告] 新增 [盜帳] [復權] 請至_,0
422,時間   21 105550 2022,0
422,作者  (暫離。 ) 看板 _ 標題,0
422,[公告] 新增 [盜帳] 文章種類 時間,0
422,31 082907 2021 帳號被盜者，,0
422,可以由本人申請或他人代申請，  以此文章類別申請,0
422,申請停權需要將報案單 / 受處理案件證明單寄,0
422,至帳號站長  信箱。  無法於本板發文者，,0
422,可請他人協助申請。  站長會於推文註記是否受理及駁回原因。,0
422,帳號部對密碼取回規範辦法未盡事宜具最終裁決權。,0
423,本來中午前就該起來的 但卻睡到下午三點,0
423,越睡越晚 然後做了討厭的惡夢 具體內容忘了,0
423,只記得那種討厭的感覺 被大家看到， 然後被全部人排擠霸凌,0
423,這種事發生在夢裡就好 現實拜託不要.,0
424,血管瘤變小了 但很癢 想抓 剛剛去另外一間診所看,0
424,是比較年輕一點點的醫生 要用健保雷射掉,0
424,他說冷凍治療是不會好的 明天早上請假一個小時去雷射,0
425,剛剛打給醫生 請他排做牙套的時間 他說班表還沒出來無法排,0
425,希望他不會覺得我太奧客嗚嗚 今天要去看足底筋膜炎,0
425,希望可以順便做一下復健 今天下班唸書的時間又被壓縮,0
425,現在要來好好當薪水小偷 偷起來   ,0
426,我想走 但是財產信託還沒辦完 我無法動彈,0
426,我恨你們 我恨你們一再傷害我 我恨你們,0
426,我恨自己受困在創傷反應 我恨造成這一切的你們,0
427,這幾天跟前女友說好不要再聯絡 藕斷絲連的日子也快兩年了,0
427,在一起的日子真的很開心 是我親手毀了這段感情,0
427,真的心好痛好後悔 在眾多追求者中選擇跟我在一起,0
427,是一個心思非常單純的女孩 從來沒有要求我買什麼給你,0
427,什麼物質需求對你來說都不重要 只想要跟我好好的在一起,0
427,每次聽到天真有邪都會想到你 真的好愧疚,0
427,好想在你身邊一直陪著你 希望你每天都開開心心的,0
427,後來才發現 原來我才是你不開心的原因,0
427,說好不聯絡的第二天 一直看著過去的聊天記錄,0
427,看著你的 看著我發的限時動態你看過了沒,0
428,我笑著跟醫生說我現在失眠都不喝酒 改喝牛奶了,0
428,其實我很害怕 明年的這個時候 我會在哪裡,0
428,父親又會在哪裡 比想像中哭的少 好像突然就長大了,0
428,知道只能自己面對 也只有自己能夠解決,0
428,有時候我還是會想起你 你來過時說的話,0
428,你離開時說的話 我都用上了。  也許那就夠了,0
429,好久沒有這種感覺 覺得自己被關在四面牆壁的狹窄房間，,0
429,新來的同事們（部門大搬風）讓我很窒息。,0
429,因為能力很低才接受這個職位，  新主管彷彿把我當成萬事通，,0
429,每天每小時都在抗焦慮， 一肚子抗焦慮的藥。,0
430,因為人生就是不斷地比較 我看過很多案例,0
430,深深地覺得那些人走了還比較快樂 至少他們讓活著的人知道他們真的很痛苦,0
430,不是講假的 甚至留下來的人願意為他們補救些什麼,0
430,. 陳老師 希望他們下輩子能夠活得更好,0
430,我不知道， 有機會訪問看看 對啊， 我也覺得,0
431,生病也十幾年了 越來越不想出門 越來越不想離開舒適圈,0
431,越來越不想認識新的人 害怕認識新的人會讓自己受傷,0
431,或是自己讓別人受傷 騎車超過十分鐘的距離就覺得好遠好懶.,0
431,. . .  每天都覺得好累. . .,0
432,每個禮拜固定的諮商日 今天見到他的第一句話是問說,0
432,你有擔心過我今天不會出現嗎 他說沒有,0
432,他相信我會來的 但有擔心我的狀態 也想過要打電話給我但很猶豫,0
432,我說你的擔心是對的 但你的相信也是對的,0
432,我還顧慮太多了 但某一方面我沒撐住 失敗了,0
432,他也說他知道我在臨界點了 所以知道了看到傷口沒有太驚訝,0
432,我說我對於自己還是選擇跳下懸崖覺得很失敗,0
432,他說 這可能不是一種選擇 是你已經不得不這麼做了啊,0
432,是嗎是嗎是嗎 但是謝謝還有他撐住我的每個禮拜,0
432,也讓我有下戲的喘息空間 這樣很好 真的,0
433,考完期末考了但是還有期末報告， 下禮拜五要交但一個字都沒打，,0
433,哈哈 禮拜五考完開開心心坐火車回家結果發現，,0
433,我 沒 有 帶藥回來==， 昨天玩到凌晨四點多,0
433,後又跟朋友在聊到五點多， 不知道怎麼樣的睡著了，,0
433,但醒來好累 今天也是玩到四點多， 但躺下來還是不會睡著，,0
433,一直翻來翻去， 突然好懷念我的思樂康，,0
433,我應該要放一片在我的隨身包包才對 禮拜三才會回診，,0
434,我有。 尤其針對男性。  在重男輕女的世界，,0
434,很好強好勝不服輸 心中聲音疑問：憑什麼？,0
434,為什麼？  然後很憤怒， 真的自己比不過（自我找死）,0
434,造成我這樣可能環境很大因素 變得與人相處很難平和,0
435,今年22 明年23 後年24 24將至,0
435,將離開世界 解脫啦 如果幸運一點能更早就好了,0
436,進入藍色狀態 心情凝固 思思 念念 與人與此世,0
437,愛情就是黑洞 扭曲我所有 我想要愛你卻迷失了,0
437,我自己 真的分不出來 給的是不是真愛,0
437,遊戲 我玩不起來 我不想走 去你媽的路口,0
437,破碎的痴夢 丟到馬桶 讓水流 本人依然,0
437,沒救 而香煙沒停過 咳到我心 很痛 深陷沼泥之中,0
437,沒有人救我 只有部分歌詞擊中我的心 而這部分,0
438,昨天久違的諮商 心理師問我要談什麼 我說我基本上都整理好了,0
438,然後他再進一步確認 發現我對問題都想的蠻清楚的,0
438,他說我讓他失功能 哈哈 我說對啊失語症,0
438,不過也謝謝他可以見證我的生活 心理師說你是來浪費錢的嗎,0
439,曾經在諮商時探究過這個感覺的源頭， 卻還是沒啥頭緒，,0
439,因為我並沒有(可能只是想不起來？ )真正溺水的經歷。,0
439,最接近溺水的， 就是小時候上游泳課時難免的口鼻腔進水，,0
439,但這種偶爾出現的假溺水感在更早以前就出現了，,0
439,所以應該不是因為游泳。  比較次要的，,0
439,就是幼兒時期洗澡的記憶。  可能因為個子小，,0
440,作者  (文思) 看板  標題 [公告],0
440,7/30 停機公告 時間   29 000343,0
440,2022 配合 7/30 高壓電設備年度檢驗,0
440,2  網頁板於 0500 至 1900,0
440,暫停服務 造成不便 敬請見諒 07/29,0
441,過敏 醫師提過各種病名， 最嚴重的是腎臟病或某中毒,0
441,最近一個月打了超過12支針 不含抽血的兩支,0
441,除了身心科 醫院診所跑了幾百次 無法睡覺,0
441,不舒服到真的覺得久病厭食（物理） 不是因為憂鬱,0
442,好可怕 我夢到黑暗 還有鬼隨時會出現,0
442,需要唸著觀世音菩薩才有辦法醒來 醒來心跳不止讓這個夢接續到了現實,0
442,該吃花精了 該上家族排列的師資培訓了,0
442,把股票掛上去賣 學費就靠這了 都是太羨慕金星雙子了,0
442,為什麼我不是呢 隨隨便便就有人暗戀 隨隨便便就讓人喜歡,0
442,我的太陽獅子在不喜歡表演之後 好像沒有什麼自豪的事情了,0
442,是不是不能出國惹的禍 自己在紐西蘭的日子真的好快樂,0
443,悲傷， 複雜而又深沉。  我臣服其中，,0
443,且載浮載沉。  你離去快要一年了。 ,0
443,昨天夢見你， 夢中的你還活著，  我喃喃的對著你說教，,0
443,就像以前一樣，  我曾對你說過， 我們家沒有溫暖，,0
443,所以我只能對你分析、 說教， 就像夢中一樣。,0
443,對不起， 我該閉上嘴， 只聽你說就好.,0
443,. . . . .  那麼你是不是還會在呢？,0
443,我儘量不在爸媽面前哭泣， 但痛楚就像去年的記憶般鮮明，,0
443,只希望每天能快點結束， 而明天不會到來。,0
443,那麼， 就不用去面對你不在的悲傷。 ,0
443,我很想見你， 以死亡的形式也沒有關係，,0
443,沒有你， 生活不再有意義。  我很想念你，,0
444,為什麼是我要道歉？  妳自己在小孩面前不喜歡老人家,0
444,我也很後悔被妳影響 所以有一次他們特別來拜訪妳,0
444,大人都不在家 我就想要彌補以前的態度接待他們,0
444,結果呢？  知道後一直狂笑他們以為妳住在鄉下買不到營養品嗎？,0
444,然後還笑說幸好沒有像某人（指的是我）在家,0
444,不然還要被他們煩 這也讓我想起了面無表情也被妳誤會在情緒勒索就被打巴掌,0
444,不聽我的解釋 我痛哭妳卻為這個自己惹起的事端越罵越兇,0
444,但是妳知道嗎？  妳才是最會情緒勒索的那個人,0
444,霸凌走一堆員工 最扯的原因還有別人跟妳信不同宗教就要找原因逼別人走,0
444,看來妳最有禮貌呢 我大概永遠不會原諒妳啦,0
445,真的好痛苦 我想飛去不會讓我受傷的地方,0
445,也不會頭痛的地方 也不會失眠 情緒平穩,0
446,//. //7267/ 這篇寫得太美了一定要存一下,0
446,今天下班還是喝酒聽搖滾樂嘶吼 像烈子一樣,0
446,到底平凡的社畜人生是有什麼可以期待的,0
446,父母說的話根本就反效果 如果活著本來就很苦,0
446,那我活來幹嘛 況且我沒求開導 聽一半就把說教,0
446,你跟我講這些老生常談有什麼用 我不會因為非洲兒童還是烏克蘭人過得比我苦就覺得快樂,0
446,只能繼續漂浮 用一些東西短暫地轉移深層的不快樂。,0
447,今天去交接新工作 操他媽的有夠繁重 自己沒跳船真他媽後悔,0
447,中午跟老闆吃飯 我真他媽笑不出來 還好感謝口罩遮住我的面無表情,0
447,詐騙集團 大概這陣子會有起手式 也算是在開始認真唸書前,0
447,的偽粉紅泡泡 假裝自己在關係裡被接住了,0
447,幹他媽的真心不騙 下班後去健身房發洩,0
447,還好有去 不爽的心情有好一點點 但還是很多髒話,0
448,最近在學花 有著一些故事而難過的自己,0
448,還有在這裡的每個人 慢慢地讓永生花綻放的時候想了好多,0
448,希望大家都好 好眠 //. . /01.,0
449,每天 每天 都有事情可以讓人覺得痛苦,0
449,好像已經沒有事情可以讓我快樂起來 這種頻率,0
449,這種持續的時間 到底正不正常 還是我自己的自怨自艾,0
449,活著到底是為了什麼 身為家人的養老保險嗎?,0
449,對人生有什麼期盼 有沒有什麼夢想 我真的回答不出來,0
450,持續好幾年的困境， 內在的外在的， 糟糕的事件夾擊，,0
450,不可逆轉的生離死別 被告知， 要耐心等待，,0
450,卻同時得努力拼湊殘破不堪的心靈 好大好大的困境，,0
450,我已經異常努力過好幾回， 可惜所有的事，,0
450,已超出畢生最大的負荷能力阿姨我不努力,0
450,讓我持續下墜吧， 不要再看到隔日的朝陽了人生好苦好苦，,0
451,我知道在這糾纏的命運裡， 所有人都是受害者。,0
451,總得有人站出來， 成為放下過往的那個英雄(還是蠢貨?),0
451,於是我哭著笑了、 笑著哭了。  那些紛至沓來、,0
451,一刻不肯消停的回憶， 那些永遠見不得光、,0
451,隨著我人生在暗處腐爛的傷口 . . .,0
451,. . . ， 我要帶進墳墓裡， 或許該說，,0
452,謝謝許多人的回饋 首先要說或其他其實真的是超安全的藥，,0
452,致死量都超過單劑500以上 只是真的拜託大家不要像我那樣亂吃,0
452,我那天真的是突然想不開亂吃 每次想到都怕,0
452,昨天做了一些功課 發現真的所有的藥物都沒能對我有任何一丁點的作用,0
452,真不知道我腦袋是不是壞掉了. . .,0
452,. . .  今天跟醫生換成了非且成分跟使蒂諾斯不同的宜眠安,0
452,同時還加了兩顆達衛眠 是新的自費藥 號稱能夠真的治療失眠,0
452,而不只是讓你一直依賴安眠藥 這會不會有用就讓我們看下去囉.,0
452,. . . . . （有版友有吃過這顆可以分享的嗎？,0
452,） 明天也終於要去中醫了 有點期待 又怕受傷害,0
453,現在才知道腰不痛是多美好的事 醫生開的止痛也沒效,0
453,目前做光跟禮拜一要去抽血 看是什麼問題,0
